,Chromosome,TSS,TTS,Description,PromLenJing,PromTypes,name,PromLenSagie,opn_score
133,2.0,158389.0,153848.0,Component of the mitotic spindle that binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles,759.0,2.0,STU1,141.0,-0.9013510521284108
134,2.0,153610.0,151493.0,"B subunit of DNA polymerase alpha-primase complex, required for initiation of DNA replication during mitotic and premeiotic DNA synthesis; also functions in telomere capping and length regulation",778.0,2.0,POL12,45.0,-1.625774789441662
135,2.0,151220.0,150447.0,Putative non-specific single-domain racemase based on structural similarity; binds pyridoxal 5'-phosphate; expression of GFP-fusion protein induced in response to the DNA-damaging agent MMS,713.0,2.0,YBL036C,214.0,-1.591455145824778
136,2.0,147209.0,150286.0,"Alpha-adaptin, large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport",793.0,2.0,APL3,172.0,-0.3669342796399863
137,2.0,146187.0,146885.0,Mitochondrial ribosomal protein of the large subunit,767.0,2.0,MRPL16,341.0,-0.5506359524512021
138,2.0,145728.0,143989.0,"Major CTP synthase isozyme (see also URA8), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis",754.0,2.0,URA7,341.0,-0.999878328498304
139,2.0,142868.0,142112.0,"HDEL receptor, an integral membrane protein that binds to the HDEL motif in proteins destined for retention in the endoplasmic reticulum; has a role in maintenance of normal levels of ER-resident proteins",738.0,1.0,ERD2,197.0,-1.1986643933519394
140,2.0,141247.0,141972.0,Beta 6 subunit of the 20S proteasome,735.0,1.0,PRE7,700.0,-1.0991405973819075
141,2.0,140260.0,138341.0,"High affinity uridine permease, localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport",758.0,1.0,FUI1,700.0,1.2847241328988377
142,2.0,136688.0,137461.0,Non-essential protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation,832.0,1.0,ECM13,700.0,0.2342623514161257
143,2.0,135998.0,136366.0,Putative protein of unknown function; YBL044W is not an essential protein,,,YBL044W,,
144,2.0,135516.0,134143.0,"Core subunit of the ubiquinol-cytochrome c reductase complex (bc1 complex), which is a component of the mitochondrial inner membrane electron transport chain",855.0,1.0,COR1,700.0,1.364727270473649
145,2.0,132424.0,133749.0,Putative regulatory subunit of an evolutionarily conserved protein phosphatase; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; required for cisplatin resistance; homolog of mammalian R2,706.0,2.0,PSY4,204.0,-2.1343533199735303
146,2.0,132040.0,127895.0,"Key endocytic protein involved in a network of interactions with other endocytic proteins, binds membranes in a ubiquitin-dependent manner, may also bind ubiquitinated membrane-associated proteins",874.0,2.0,EDE1,204.0,-1.1277027754927866
147,2.0,127299.0,127610.0,"Identified in a screen for mutants with increased levels of rDNA transcription; dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data",,,RRT1,,
148,2.0,126828.0,127244.0,"Protein of unknown function, has homology to kinase Snf7p; not required for growth on nonfermentable carbon sources; essential for survival in stationary phase",886.0,1.0,MOH1,,0.4074026866434694
149,2.0,125125.0,126119.0,"Peripheral membrane protein required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, and autophagy; stimulates the ATPase activity of Sec18p; has similarity to mammalian alpha-SNAP",775.0,2.0,SEC17,228.0,-1.0461035736912114
150,2.0,124759.0,122753.0,"Protein involved in G2/M phase progression and response to DNA damage, interacts with Rad53p; contains an RNA recognition motif, a nuclear localization signal, and several SQ/TQ cluster domains; hyperphosphorylated in response to DNA damage",762.0,2.0,PIN4,228.0,-2.622286866375684
151,2.0,121874.0,119379.0,"Histone acetyltransferase catalytic subunit of NuA3 complex that acetylates histone H3, involved in transcriptional silencing; homolog of the mammalian MOZ proto-oncogene; mutant has aneuploidy tolerance; sas3gcn5 double mutation is lethal",950.0,2.0,SAS3,178.0,-1.818690528158428
152,2.0,119335.0,119709.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YBL053W,,
153,2.0,117589.0,119166.0,"PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor, similar to Dot6p; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manne",815.0,1.0,TOD6,341.0,-0.2840976736565279
154,2.0,116829.0,115573.0,3'-->5' exonuclease and endonuclease with a possible role in apoptosis; has similarity to mammalian and C. elegans apoptotic nucleases,845.0,1.0,YBL055C,341.0,-0.3940731810872195
155,2.0,113762.0,115168.0,Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p (see also Ptc2p) to limit maximal kinase activity induced by osmotic stress; dephosphorylates T169 phosphorylated Cdc28p (see also Ptc2p); role in DNA checkpoint inactivation,803.0,2.0,PTC3,260.0,-1.6207775658418644
156,2.0,113427.0,112801.0,One of two (see also PTH1) mitochondrially-localized peptidyl-tRNA hydrolases; negatively regulates the ubiquitin-proteasome pathway via interactions with ubiquitin-like ubiquitin-associated proteins; dispensable for cell growth,720.0,2.0,PTH2,260.0,-1.563664355005387
157,2.0,111437.0,112708.0,UBX (ubiquitin regulatory X) domain-containing protein that regulates Glc7p phosphatase activity and interacts with Cdc48p; interacts with ubiquitylated proteins in vivo and is required for degradation of a ubiquitylated model substrate,736.0,1.0,SHP1,4.0,-1.898110070071656
158,2.0,110594.0,111244.0,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",700.0,2.0,YBL059W,116.0,
159,2.0,107932.0,109995.0,Guanine nucleotide exchange factor specific for Arf3p; localized to the bud neck and tip; required for localization of Arf3p to the bud neck and tip,759.0,2.0,YEL1,399.0,-0.0469011856960417
160,2.0,107406.0,105316.0,"Activator of Chs3p (chitin synthase III), recruits Chs3p to the bud neck via interaction with Bni4p; has similarity to Shc1p, which activates Chs3p during sporulation",806.0,2.0,SKT5,399.0,-1.1811089824075358
161,2.0,105308.0,105688.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YBL062W,,
162,2.0,101886.0,105221.0,"Kinesin-related motor protein required for mitotic spindle assembly, chromosome segregation, and 2 micron plasmid partitioning; functionally redundant with Cin8p for chromosomal but not plasmid functions",717.0,1.0,KIP1,681.0,-2.222920826759649
163,2.0,101156.0,100371.0,"Mitochondrial peroxiredoxin (1-Cys Prx) with thioredoxin peroxidase activity, has a role in reduction of hydroperoxides; reactivation requires Trr2p and glutathione; induced during respiratory growth and oxidative stress; phosphorylated",747.0,1.0,PRX1,681.0,-0.3500677161552401
164,2.0,99963.0,100307.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified ORF SEF1/YBL066C; YBL065W is a non-essential gene",,,YBL065W,,
165,2.0,100115.0,96669.0,"Putative transcription factor, has homolog in Kluyveromyces lactis",754.0,2.0,SEF1,130.0,-2.367207027936067
166,2.0,95882.0,93639.0,"Putative ubiquitin carboxyl-terminal hydrolase, ubiquitin-specific protease that cleaves ubiquitin-protein fusions",982.0,2.0,UBP13,280.0,-1.5500077328466233
167,2.0,92414.0,93394.0,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes",758.0,2.0,PRS4,261.0,-1.1396966535247053
168,2.0,90741.0,92030.0,"Peripheral membrane protein that interacts with the plasma membrane ATPase Pma1p and has a role in its targeting to the plasma membrane, possibly by influencing its incorporation into lipid rafts",776.0,2.0,AST1,73.0,-1.262874527427634
169,2.0,90925.0,90605.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,YBL070C,,
170,2.0,90531.0,90223.0,"Dubious open reading frame, predicted protein contains a peroxisomal targeting signal",,,YBL071C,73.0,
171,2.0,89125.0,88523.0,Protein component of the small (40S) ribosomal subunit; identical to Rps8Bp and has similarity to rat S8 ribosomal protein,700.0,1.0,RPS8A,468.0,-0.3646179887107159
172,2.0,87646.0,87957.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the essential gene AAR2/YBL074C",,,YBL073W,,
173,2.0,87789.0,86722.0,"Component of the U5 snRNP, required for splicing of U3 precursors; originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron",733.0,1.0,AAR2,613.0,-0.9835856056391964
174,2.0,86448.0,84499.0,ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm,700.0,2.0,SSA3,279.0,
175,2.0,84261.0,81043.0,"Cytoplasmic isoleucine-tRNA synthetase, target of the G1-specific inhibitor reveromycin A",713.0,2.0,ILS1,140.0,-0.6066014934447379
176,2.0,80897.0,81328.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene ILS1/YBL076C",,,YBL077W,,
177,2.0,80731.0,80378.0,"Component of autophagosomes and Cvt vesicles; undergoes conjugation to phosphatidylethanolamine (PE); Atg8p-PE is anchored to membranes, is involved in phagophore expansion, and may mediate membrane fusion during autophagosome formation",740.0,2.0,ATG8,172.0,-2.020207776590201
178,2.0,75259.0,79767.0,"Subunit of the nuclear pore complex (NPC), required for NPC localization of specific nucleoporins; involved in nuclear envelope permeability and chromosome segregation; has similar to Nup157p; essential role, with Nup157p, in NPC assembly",771.0,1.0,NUP170,464.0,-2.167235245597472
179,2.0,74695.0,73070.0,Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex; involved in the formation of Q-tRNAQ; mutation is functionally complemented by the bacterial GatB ortholog,739.0,1.0,PET112,464.0,-1.205436550248289
180,2.0,71866.0,72972.0,Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport,1014.0,1.0,YBL081W,382.0,
181,2.0,71127.0,69751.0,"Dolichol-P-Man dependent alpha(1-3) mannosyltransferase, involved in the synthesis of dolichol-linked oligosaccharide donor for N-linked glycosylation of proteins",737.0,1.0,ALG3,382.0,-0.3809102797057901
182,2.0,70138.0,69713.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps verified ORF ALG3",,,YBL083C,382.0,
183,2.0,69445.0,67169.0,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition",811.0,2.0,CDC27,129.0,-2.149951314090907
184,2.0,63876.0,66818.0,"Protein implicated in polar growth, functionally redundant with Boi2p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain",975.0,1.0,BOI1,700.0,0.4995510688464355
185,2.0,62602.0,61202.0,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery,824.0,1.0,YBL086C,700.0,
186,2.0,60739.0,59822.0,"Protein component of the large (60S) ribosomal subunit, identical to Rpl23Bp and has similarity to E. coli L14 and rat L23 ribosomal proteins",723.0,1.0,RPL23A,393.0,0.1639549805268858
187,2.0,59382.0,51019.0,Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; functionally redundant with Mec1p; homolog of human ataxia telangiectasia (ATM) gene,967.0,2.0,TEL1,73.0,-0.6835232089564354
188,2.0,49574.0,50953.0,"Putative transporter, member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters",744.0,2.0,AVT5,33.0,-0.6402276145767054
189,2.0,48825.0,49358.0,Mitochondrial ribosomal protein of the small subunit; MRP21 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences,738.0,2.0,MRP21,158.0,-1.4064852529750391
190,2.0,48628.0,47363.0,"Methionine aminopeptidase, catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map1p",727.0,2.0,MAP2,158.0,-1.2584655973169374
191,2.0,45978.0,46370.0,"Protein component of the large (60S) ribosomal subunit, has similarity to rat L32 ribosomal protein; overexpression disrupts telomeric silencing",1096.0,1.0,RPL32,596.0,-0.5181308408257888
192,2.0,44918.0,44256.0,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme,780.0,1.0,ROX3,19.0,1.0253552324546718
193,2.0,44097.0,43765.0,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YBL095W",,,YBL094C,596.0,
194,2.0,43277.0,44089.0,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",700.0,2.0,YBL095W,79.0,
195,2.0,43482.0,43174.0,Non-essential protein of unknown function,,,YBL096C,,
196,2.0,40831.0,43095.0,Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission,754.0,2.0,BRN1,209.0,-0.3334708128457979
